source,target,effect,p,q,replication,trials,kept,peak_lag,lags,at_the_horizon,conditions
I,S,0.0968,0.095460,0.232199,1,48,0,0.0,66,0,stress
I,W,-0.0553,1.000000,1.000000,1,48,0,43.0,66,0,autonomy
M,A,0.0212,0.157454,0.322065,0,48,0,41.0,66,0,
M,C,-0.0017,1.000000,1.000000,0,48,0,34.0,66,0,
M,D,0.0000,1.000000,1.000000,0,48,0,43.0,66,0,
M,G,0.0799,0.401828,0.655856,5,48,0,53.0,66,0,autonomy conversation idle problem_solving stress
M,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
M,N,-0.1087,1.000000,1.000000,1,48,0,41.0,66,0,stress
M,P,0.0007,0.402713,0.655856,0,48,0,8.0,66,0,
M,S,0.1997,0.074870,0.198184,3,48,0,0.0,66,0,autonomy conversation salience
M,W,0.2204,0.000005,0.000028,2,48,0,27.0,66,0,stress tool_use
N,A,0.0612,0.001980,0.006145,0,48,0,41.0,66,0,
N,C,-0.2952,1.000000,1.000000,1,48,0,38.0,66,0,conversation
N,D,-0.0013,1.000000,1.000000,0,48,0,43.0,66,0,
N,G,-0.0466,1.000000,1.000000,0,48,0,30.0,66,0,
N,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,M,0.1003,0.156554,0.322065,2,48,0,38.5,66,0,autonomy salience
N,P,-0.0026,1.000000,1.000000,0,48,0,8.0,66,0,
N,S,0.0278,0.168274,0.336548,0,48,0,0.0,66,0,
N,W,0.2057,0.089665,0.224161,2,48,0,43.0,66,0,autonomy idle
P,A,9.8999,0.000005,0.000028,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,C,0.2506,0.101724,0.240926,2,48,0,42.0,66,0,autonomy memory
P,D,0.0004,0.236759,0.443923,0,48,0,43.0,66,0,
P,G,-0.3311,1.000000,1.000000,3,48,0,30.0,66,0,idle memory problem_solving
P,I,0.0017,0.469703,0.728849,0,48,0,0.0,66,0,
P,M,-0.1697,1.000000,1.000000,0,48,0,24.5,66,0,
P,N,0.6134,0.007185,0.020860,6,48,0,0.0,66,0,conversation memory problem_solving salience stress tool_use
P,S,-0.0004,1.000000,1.000000,0,48,0,0.0,66,0,
P,W,0.2293,0.000005,0.000028,1,48,0,27.0,66,0,autonomy
S,A,0.8423,0.000005,0.000028,6,48,1,41.0,66,0,conversation idle problem_solving salience stress tool_use
S,C,0.7129,0.000025,0.000112,7,48,1,17.0,66,0,autonomy conversation idle problem_solving salience stress tool_use
S,D,0.2278,0.000040,0.000164,2,48,0,43.0,66,0,autonomy idle
S,G,0.8135,1.000000,1.000000,1,48,0,24.5,66,0,tool_use
S,I,0.1140,0.000005,0.000028,0,48,0,34.0,66,0,
S,M,0.3401,0.408088,0.655856,2,48,0,55.0,66,0,stress tool_use
S,N,1.4358,0.000005,0.000028,8,48,1,36.5,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,P,-0.0490,1.000000,1.000000,0,48,0,8.0,66,0,
S,W,2.1022,0.000005,0.000028,8,48,1,9.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,A,1.0819,0.000005,0.000028,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,C,0.1042,0.294454,0.519624,1,48,0,42.0,66,0,autonomy
W,D,-0.0002,1.000000,1.000000,0,48,0,43.0,66,0,
W,G,1.8471,0.004485,0.013455,7,48,0,63.0,66,0,autonomy conversation idle memory salience stress tool_use
W,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
W,M,0.1433,0.431858,0.681881,2,48,0,55.0,66,0,conversation stress
W,N,1.9351,0.000005,0.000028,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,P,-0.0540,1.000000,1.000000,0,48,0,8.0,66,0,
W,S,0.4887,0.000035,0.000150,5,48,1,27.5,66,0,conversation idle memory problem_solving stress
