source,target,effect,p,q,replication,trials,kept,peak_lag,lags,at_the_horizon,conditions
I,C,0.5851,0.000005,0.000007,4,48,1,41.0,66,0,autonomy conversation problem_solving stress
I,D,0.4503,0.000005,0.000007,8,48,1,43.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
I,G,0.1212,0.000005,0.000007,1,48,0,34.0,66,0,stress
I,M,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
I,N,2.0226,0.000005,0.000007,8,48,1,65.0,66,1,autonomy conversation idle memory problem_solving salience stress tool_use
I,P,1.1771,0.000005,0.000007,8,48,1,33.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
I,S,0.4400,0.003625,0.004943,1,48,0,0.0,66,0,stress
I,W,0.1023,0.000005,0.000007,1,48,0,27.0,66,0,stress
M,A,0.0076,0.000005,0.000007,0,48,0,41.0,66,0,
M,C,1.3324,0.000005,0.000007,6,48,1,50.5,66,0,autonomy idle memory salience stress tool_use
M,D,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
M,G,1.5605,0.000005,0.000007,8,48,1,45.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
M,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
M,N,0.0325,0.000005,0.000007,0,48,0,0.0,66,0,
M,P,0.0501,0.248634,0.326744,0,48,0,0.0,66,0,
M,S,0.1236,0.000005,0.000007,0,48,0,64.0,66,0,
M,W,0.2666,0.000005,0.000007,1,48,0,27.0,66,0,idle
N,A,0.4507,0.000005,0.000007,6,48,1,41.0,66,0,autonomy conversation memory problem_solving salience tool_use
N,C,0.5210,0.000005,0.000007,5,48,1,41.0,66,0,conversation memory problem_solving salience tool_use
N,D,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,G,0.0060,0.000005,0.000007,0,48,0,0.0,66,0,
N,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,M,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,P,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,S,0.0104,0.062845,0.084418,0,48,0,0.0,66,0,
N,W,0.0010,0.000005,0.000007,0,48,0,60.0,66,0,
P,A,10.0000,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,C,0.2626,0.000005,0.000007,1,48,0,43.0,66,0,idle
P,D,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
P,G,0.0495,0.000005,0.000007,0,48,0,30.0,66,0,
P,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
P,M,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
P,N,1.8833,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,S,0.1153,0.000005,0.000007,1,48,0,31.0,66,0,conversation
P,W,0.1996,0.000005,0.000007,0,48,0,27.0,66,0,
S,A,0.9191,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,C,0.7422,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,D,0.0633,0.000005,0.000007,1,48,0,43.0,66,0,tool_use
S,G,0.0874,0.000005,0.000007,1,48,0,34.0,66,0,tool_use
S,I,0.3594,0.000005,0.000007,3,48,1,34.0,66,0,memory salience stress
S,M,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
S,N,3.7156,0.000005,0.000007,8,48,1,13.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,P,0.8472,0.000005,0.000007,6,48,1,17.0,66,0,autonomy conversation memory problem_solving salience stress
S,W,2.2419,0.000005,0.000007,8,48,1,9.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,A,3.7239,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,C,2.6218,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,D,0.0008,0.499428,0.617348,0,48,0,0.0,66,0,
W,G,2.1694,0.000005,0.000007,8,48,1,64.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
W,M,0.0551,0.500737,0.617348,1,48,0,0.0,66,0,conversation
W,N,7.5229,0.000005,0.000007,8,48,1,65.0,66,1,autonomy conversation idle memory problem_solving salience stress tool_use
W,P,0.1015,0.499853,0.617348,1,48,0,0.0,66,0,conversation
W,S,0.7649,0.000005,0.000007,8,48,1,64.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
