source,target,effect,p,q,replication,trials,kept,peak_lag,lags,at_the_horizon,conditions
D,N,1.1371,0.000005,0.000007,8,48,1,8.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
D,P,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
D,S,0.0855,0.000020,0.000028,0,48,0,0.0,66,0,
D,W,0.3087,0.000005,0.000007,2,48,0,27.0,66,0,autonomy tool_use
G,A,1.0223,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,C,1.7389,0.000005,0.000007,8,48,1,31.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,D,0.6986,0.000005,0.000007,7,48,1,63.0,66,0,autonomy conversation idle problem_solving salience stress tool_use
G,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
G,M,0.8541,0.000005,0.000007,8,48,1,60.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,N,0.8938,0.000005,0.000007,8,48,1,8.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,P,3.3821,0.000005,0.000007,7,48,1,63.0,66,0,autonomy conversation idle problem_solving salience stress tool_use
G,S,2.0203,0.000005,0.000007,8,48,1,63.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,W,1.7613,0.000005,0.000007,7,48,1,63.0,66,0,autonomy conversation idle problem_solving salience stress tool_use
I,A,0.9538,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
I,C,0.5339,0.000005,0.000007,6,48,1,41.0,66,0,autonomy conversation memory problem_solving salience stress
I,D,2.5044,0.000005,0.000007,8,48,1,43.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
I,G,0.2181,0.000005,0.000007,1,48,0,34.0,66,0,stress
I,M,0.0290,0.251239,0.318472,0,48,0,0.0,66,0,
I,N,1.2775,0.000005,0.000007,8,48,1,65.0,66,1,autonomy conversation idle memory problem_solving salience stress tool_use
I,P,1.0776,0.000005,0.000007,8,48,1,1.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
I,S,0.4702,0.000990,0.001371,1,48,0,0.0,66,0,stress
I,W,0.1210,0.000005,0.000007,1,48,0,27.0,66,0,stress
M,A,0.0031,0.000010,0.000014,0,48,0,0.0,66,0,
M,C,0.4404,0.000005,0.000007,2,48,0,49.0,66,0,idle memory
M,D,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
M,G,1.6011,0.000005,0.000007,8,48,1,45.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
M,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
M,N,0.0261,0.002545,0.003470,0,48,0,0.0,66,0,
M,P,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
M,S,0.2285,0.000005,0.000007,2,48,0,64.0,66,0,autonomy idle
M,W,0.5232,0.000005,0.000007,7,48,1,27.0,66,0,conversation idle memory problem_solving salience stress tool_use
N,A,0.4869,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
N,C,0.3604,0.000005,0.000007,4,48,1,41.0,66,0,autonomy conversation problem_solving salience
N,D,0.0000,0.499958,0.601479,0,48,0,0.0,66,0,
N,G,0.0258,0.000005,0.000007,0,48,0,34.0,66,0,
N,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,M,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,P,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,S,0.0488,0.014930,0.020055,0,48,0,0.0,66,0,
N,W,0.0949,0.000005,0.000007,1,48,0,60.0,66,0,idle
P,A,10.0000,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,C,0.3701,0.000005,0.000007,4,48,1,41.0,66,0,autonomy idle memory stress
P,D,0.0587,0.061760,0.080556,1,48,0,0.0,66,0,idle
P,G,0.3763,0.000005,0.000007,2,48,0,30.0,66,0,idle stress
P,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
P,M,0.0924,0.124879,0.160559,1,48,0,0.0,66,0,idle
P,N,1.0724,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,S,0.7333,0.000005,0.000007,3,48,1,31.0,66,0,idle salience stress
P,W,0.3456,0.000005,0.000007,6,48,1,27.0,66,0,autonomy conversation problem_solving salience stress tool_use
S,A,4.8404,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,C,2.2188,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,D,0.1741,0.000005,0.000007,2,48,0,10.0,66,0,idle tool_use
S,G,1.4632,0.000005,0.000007,7,48,1,34.0,66,0,autonomy conversation idle memory problem_solving stress tool_use
S,I,0.3153,0.000005,0.000007,3,48,1,34.0,66,0,memory salience stress
S,M,0.1718,0.031390,0.041545,1,48,0,0.0,66,0,memory
S,N,5.5816,0.000005,0.000007,8,48,1,32.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,P,1.3450,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,W,4.7597,0.000005,0.000007,8,48,1,9.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,A,2.9259,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,C,1.4657,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,D,0.0002,0.498633,0.601479,0,48,0,0.0,66,0,
W,G,0.5888,0.000005,0.000007,5,48,1,34.0,66,0,conversation idle memory stress tool_use
W,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
W,M,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
W,N,4.6644,0.000005,0.000007,8,48,1,65.0,66,1,autonomy conversation idle memory problem_solving salience stress tool_use
W,P,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
W,S,0.3945,0.000005,0.000007,2,48,0,63.5,66,0,conversation stress
