source,target,effect,p,q,replication,trials,kept,peak_lag,lags,at_the_horizon,conditions
P,N,0.7619,0.000095,0.000329,7,48,1,4.0,66,0,conversation idle memory problem_solving salience stress tool_use
P,S,0.0263,0.229469,0.448961,1,48,0,31.0,66,0,autonomy
P,W,0.1273,0.000005,0.000021,0,48,0,27.0,66,0,
S,A,0.6782,0.000005,0.000021,6,48,1,41.0,66,0,autonomy conversation memory problem_solving salience tool_use
S,C,0.8135,0.000015,0.000056,8,48,1,31.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,D,0.1831,0.006060,0.017044,2,48,0,43.0,66,0,autonomy idle
S,G,0.9923,0.000065,0.000234,7,48,1,45.0,66,0,autonomy conversation memory problem_solving salience stress tool_use
S,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
S,M,0.3037,0.481498,0.762441,3,48,0,55.0,66,0,memory problem_solving tool_use
S,N,1.3582,0.000005,0.000021,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,P,-0.0146,1.000000,1.000000,0,48,0,8.0,66,0,
S,W,1.2455,0.000005,0.000021,8,48,1,13.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,A,1.3217,0.000005,0.000021,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,C,0.1243,1.000000,1.000000,1,48,0,42.0,66,0,autonomy
W,D,0.0384,1.000000,1.000000,1,48,0,43.0,66,0,autonomy
W,G,0.2242,0.388483,0.659688,4,48,0,55.0,66,0,conversation problem_solving stress tool_use
W,I,0.0004,0.498443,0.762441,0,48,0,0.0,66,0,
W,M,0.2362,0.257959,0.483673,3,48,0,38.5,66,0,autonomy conversation salience
W,N,2.1133,0.000005,0.000021,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,P,-0.0050,1.000000,1.000000,0,48,0,8.0,66,0,
W,S,0.2144,0.080980,0.182204,3,48,0,12.0,66,0,autonomy idle stress
