source,target,effect,p,q,replication,trials,kept,peak_lag,lags,at_the_horizon,conditions
N,A,0.0926,0.000195,0.000408,0,48,0,41.0,66,0,
N,C,-0.0007,1.000000,1.000000,0,48,0,34.0,66,0,
N,D,0.0000,0.344868,0.477510,0,48,0,0.0,66,0,
N,G,0.0444,0.496993,0.634579,1,48,0,0.0,66,0,conversation
N,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,M,0.0000,0.250379,0.357684,0,48,0,0.0,66,0,
N,P,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,S,0.0245,0.274444,0.385936,0,48,0,0.0,66,0,
N,W,0.0080,0.061085,0.104591,0,48,0,43.0,66,0,
P,A,9.7831,0.000005,0.000012,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,C,0.1942,0.000005,0.000012,2,48,0,57.0,66,0,autonomy salience
P,D,0.0017,0.454053,0.619163,0,48,0,0.0,66,0,
P,G,0.2533,0.000005,0.000012,2,48,0,30.0,66,0,autonomy conversation
P,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
P,M,0.0556,0.126099,0.193087,1,48,0,0.0,66,0,autonomy
P,N,1.9941,0.000005,0.000012,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,S,0.0630,0.018795,0.035240,1,48,0,0.0,66,0,autonomy
P,W,0.0725,0.000005,0.000012,1,48,0,27.0,66,0,autonomy
S,A,0.6730,0.000005,0.000012,7,48,1,41.0,66,0,conversation idle memory problem_solving salience stress tool_use
S,C,3.3899,0.000005,0.000012,8,48,1,24.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,D,0.3351,0.000015,0.000035,3,48,1,0.0,66,0,autonomy idle salience
S,G,0.3591,0.000005,0.000012,1,48,0,27.0,66,0,tool_use
S,I,0.8064,0.000005,0.000012,7,48,1,34.0,66,0,autonomy conversation idle memory problem_solving salience stress
S,M,0.0783,0.062400,0.104591,1,48,0,0.0,66,0,tool_use
S,N,3.8722,0.000005,0.000012,8,48,1,9.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,P,0.0690,0.000005,0.000012,0,48,0,34.0,66,0,
S,W,1.6292,0.000005,0.000012,8,48,1,9.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,A,0.8165,0.000005,0.000012,7,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress
W,C,0.2309,0.036225,0.066535,1,48,0,46.0,66,0,salience
W,D,0.0777,0.125279,0.193087,1,48,0,0.0,66,0,autonomy
W,G,0.1599,0.000005,0.000012,2,48,0,42.0,66,0,conversation problem_solving
W,I,0.0237,0.500612,0.634579,0,48,0,0.0,66,0,
W,M,0.0144,0.249449,0.357684,0,48,0,0.0,66,0,
W,N,5.7029,0.000005,0.000012,8,48,1,42.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,P,0.0010,0.498888,0.634579,0,48,0,0.0,66,0,
W,S,0.0510,0.080575,0.129495,0,48,0,0.0,66,0,
