source,target,effect,p,q,replication,trials,kept,peak_lag,lags,at_the_horizon,conditions
N,S,0.0484,0.399673,0.513865,0,48,0,30.0,66,0,
N,W,-0.0019,1.000000,1.000000,0,48,0,43.0,66,0,
P,A,9.9897,0.000005,0.000011,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,C,-0.3151,1.000000,1.000000,1,48,0,57.0,66,0,idle
P,D,0.0009,0.078105,0.109835,0,48,0,0.0,66,0,
P,G,0.5234,0.000005,0.000011,5,48,1,30.0,66,0,conversation idle memory problem_solving salience
P,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
P,M,0.0287,0.125089,0.170576,0,48,0,0.0,66,0,
P,N,1.4915,0.000005,0.000011,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,S,0.3192,0.011255,0.018758,4,48,0,63.0,66,0,autonomy conversation memory problem_solving
P,W,0.1113,0.000005,0.000011,0,48,0,27.0,66,0,
S,A,0.6701,0.000005,0.000011,7,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience tool_use
S,C,3.1152,0.000005,0.000011,8,48,1,24.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,D,0.3123,0.000020,0.000038,3,48,1,0.0,66,0,autonomy idle salience
S,G,0.8782,0.000005,0.000011,4,48,1,31.0,66,0,conversation memory problem_solving tool_use
S,I,0.9418,0.000005,0.000011,7,48,1,34.0,66,0,autonomy conversation idle memory problem_solving salience stress
S,M,0.5562,0.030925,0.047173,1,48,0,0.0,66,0,tool_use
S,N,3.6695,0.000005,0.000011,8,48,1,9.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,P,0.5589,0.000005,0.000011,5,48,1,41.0,66,0,autonomy idle memory salience stress
S,W,1.1974,0.000005,0.000011,8,48,1,9.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,A,1.1751,0.000005,0.000011,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,C,0.2066,0.000005,0.000011,3,48,0,57.0,66,0,conversation idle stress
W,D,0.0015,0.031615,0.047422,0,48,0,0.0,66,0,
W,G,0.8244,0.000005,0.000011,8,48,1,0.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
W,M,0.1622,0.063190,0.091727,1,48,0,0.0,66,0,stress
W,N,5.7571,0.000005,0.000011,8,48,1,65.0,66,1,autonomy conversation idle memory problem_solving salience stress tool_use
W,P,0.0741,0.249729,0.325733,1,48,0,0.0,66,0,stress
W,S,0.6763,0.000010,0.000020,6,48,1,63.0,66,0,conversation idle memory problem_solving stress tool_use
