source,target,effect,p,q,replication,trials,kept,peak_lag,lags,at_the_horizon,conditions
M,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
M,N,0.0458,0.000025,0.000034,0,48,0,0.0,66,0,
M,P,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
M,S,0.1890,0.000005,0.000007,1,48,0,64.0,66,0,autonomy
M,W,0.5270,0.000005,0.000007,8,48,1,27.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
N,A,0.6918,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
N,C,0.5087,0.000005,0.000007,6,48,1,41.0,66,0,autonomy conversation memory problem_solving salience tool_use
N,D,0.0000,0.498293,0.556581,0,48,0,0.0,66,0,
N,G,0.0179,0.000015,0.000021,0,48,0,0.0,66,0,
N,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,M,0.0046,0.500922,0.556581,0,48,0,0.0,66,0,
N,P,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,S,0.0725,0.001835,0.002429,1,48,0,0.0,66,0,idle
N,W,0.0010,0.000005,0.000007,0,48,0,60.0,66,0,
P,A,10.0000,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,C,0.4538,0.000005,0.000007,5,48,1,41.0,66,0,autonomy idle memory problem_solving salience
P,D,0.0140,0.499978,0.556581,0,48,0,0.0,66,0,
P,G,0.1465,0.000005,0.000007,2,48,0,30.0,66,0,idle stress
P,I,0.2083,0.499683,0.556581,1,48,0,0.0,66,0,problem_solving
P,M,0.0764,0.030850,0.037494,1,48,0,0.0,66,0,stress
P,N,1.7446,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,S,0.2903,0.000005,0.000007,2,48,0,0.0,66,0,autonomy stress
P,W,0.4953,0.000005,0.000007,7,48,1,27.0,66,0,autonomy conversation memory problem_solving salience stress tool_use
S,A,5.1019,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,C,2.3192,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,D,0.0947,0.000005,0.000007,0,48,0,0.0,66,0,
S,G,1.5763,0.000005,0.000007,6,48,1,34.0,66,0,conversation idle memory problem_solving stress tool_use
S,I,0.2986,0.000005,0.000007,3,48,0,34.0,66,0,memory salience stress
S,M,0.2387,0.003820,0.004983,4,48,0,0.0,66,0,idle problem_solving stress tool_use
S,N,7.6408,0.000005,0.000007,8,48,1,17.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,P,1.1292,0.000005,0.000007,7,48,1,41.0,66,0,autonomy conversation idle memory problem_solving stress tool_use
S,W,5.4681,0.000005,0.000007,8,48,1,9.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,A,6.1266,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,C,2.7090,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,D,0.0077,0.015150,0.018937,0,48,0,0.0,66,0,
W,G,2.3605,0.000005,0.000007,8,48,1,64.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
W,M,0.1673,0.031245,0.037494,1,48,0,0.0,66,0,stress
W,N,7.3766,0.000005,0.000007,8,48,1,65.0,66,1,autonomy conversation idle memory problem_solving salience stress tool_use
W,P,0.2639,0.062160,0.073610,3,48,0,0.0,66,0,conversation stress tool_use
W,S,1.7217,0.000005,0.000007,6,48,1,64.0,66,0,conversation idle memory salience stress tool_use
