source,target,effect,p,q,replication,trials,kept,peak_lag,lags,at_the_horizon,conditions
G,A,1.8959,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,C,1.7965,0.000005,0.000007,8,48,1,35.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,D,0.8443,0.000005,0.000007,7,48,1,63.0,66,0,autonomy conversation idle problem_solving salience stress tool_use
G,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
G,M,0.4832,0.000005,0.000007,5,48,1,60.0,66,0,conversation idle memory problem_solving salience
G,N,5.7762,0.000005,0.000007,8,48,1,65.0,66,1,autonomy conversation idle memory problem_solving salience stress tool_use
G,P,0.1748,0.124634,0.160842,3,48,0,0.0,66,0,conversation idle problem_solving
G,S,1.7829,0.000005,0.000007,8,48,1,63.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,W,1.7155,0.000005,0.000007,7,48,1,63.0,66,0,autonomy conversation idle problem_solving salience stress tool_use
I,A,0.6872,0.000005,0.000007,5,48,1,41.0,66,0,autonomy conversation problem_solving stress tool_use
I,C,0.7095,0.000005,0.000007,6,48,1,46.5,66,0,conversation memory problem_solving salience stress tool_use
I,D,0.4253,0.000005,0.000007,8,48,1,43.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
I,G,0.5959,0.000005,0.000007,5,48,1,0.0,66,0,conversation memory problem_solving stress tool_use
I,M,0.0839,0.249749,0.308310,2,48,0,0.0,66,0,conversation problem_solving
I,N,1.4594,0.000005,0.000007,8,48,1,65.0,66,1,autonomy conversation idle memory problem_solving salience stress tool_use
I,P,0.1184,0.062690,0.082972,2,48,0,0.0,66,0,conversation problem_solving
I,S,0.8839,0.000005,0.000007,3,48,1,0.0,66,0,conversation problem_solving stress
I,W,0.0889,0.000005,0.000007,0,48,0,60.0,66,0,
M,A,0.0429,0.000005,0.000007,0,48,0,41.0,66,0,
M,C,0.5723,0.000005,0.000007,5,48,1,41.0,66,0,conversation idle memory salience tool_use
M,D,0.0000,0.000005,0.000007,0,48,0,0.0,66,0,
M,G,1.7793,0.000005,0.000007,8,48,1,63.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
M,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
M,N,0.0475,0.000030,0.000042,1,48,0,0.0,66,0,tool_use
M,P,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
M,S,0.0329,0.000005,0.000007,0,48,0,15.0,66,0,
M,W,0.2278,0.000005,0.000007,0,48,0,27.0,66,0,
N,A,0.5262,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
N,C,0.4099,0.000005,0.000007,4,48,1,42.0,66,0,conversation problem_solving salience tool_use
N,D,0.0910,0.015745,0.021470,1,48,0,0.0,66,0,tool_use
N,G,0.5171,0.000005,0.000007,3,48,1,32.5,66,0,conversation salience tool_use
N,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,M,0.0433,0.500417,0.578195,1,48,0,0.0,66,0,tool_use
N,P,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,S,0.1534,0.000005,0.000007,1,48,0,0.0,66,0,tool_use
N,W,0.0081,0.000005,0.000007,0,48,0,57.0,66,0,
P,A,10.0000,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,C,0.3880,0.000005,0.000007,4,48,1,44.0,66,0,conversation idle memory problem_solving
P,D,0.0417,0.062460,0.082972,0,48,0,0.0,66,0,
P,G,0.5984,0.000005,0.000007,5,48,1,30.0,66,0,conversation idle memory problem_solving tool_use
P,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
P,M,0.1264,0.125099,0.160842,3,48,0,0.0,66,0,conversation idle problem_solving
P,N,1.9443,0.000005,0.000007,8,48,1,53.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,S,0.7859,0.000005,0.000007,4,48,1,63.0,66,0,conversation idle problem_solving tool_use
P,W,0.2132,0.000005,0.000007,2,48,0,27.0,66,0,conversation idle
S,A,1.2925,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,C,0.7142,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,D,0.0423,0.000005,0.000007,0,48,0,43.0,66,0,
S,G,0.7148,0.000005,0.000007,4,48,1,34.0,66,0,conversation memory problem_solving tool_use
S,I,0.3731,0.000005,0.000007,3,48,1,34.0,66,0,memory salience stress
S,M,0.0839,0.249569,0.308310,2,48,0,0.0,66,0,conversation problem_solving
S,N,4.0270,0.000005,0.000007,8,48,1,17.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,P,0.0941,0.250074,0.308310,2,48,0,0.0,66,0,conversation problem_solving
S,W,1.9953,0.000005,0.000007,8,48,1,9.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,A,3.5848,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,C,1.7305,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,D,0.0121,0.000025,0.000036,0,48,0,0.0,66,0,
W,G,2.3482,0.000005,0.000007,8,48,1,64.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
W,M,0.0415,0.500647,0.578195,1,48,0,0.0,66,0,conversation
W,N,7.7388,0.000005,0.000007,8,48,1,65.0,66,1,autonomy conversation idle memory problem_solving salience stress tool_use
W,P,0.0471,0.498343,0.578195,1,48,0,0.0,66,0,conversation
W,S,1.3057,0.000005,0.000007,7,48,1,64.0,66,0,autonomy conversation idle problem_solving salience stress tool_use
